NACE Rev. 2.1 – Vollbaum · Framework v7 · Supplier-centric · Kunden-Perspektive;;;;;;;;;;;;;;;;
Alle Klassen = Anbieter · C2+C3 = Perspektive der Kunden dieser Anbieter · C5=K.O. (kein Scoring-Kriterium mehr);;;;;;;;;;;;;;;;
Blau = vom Nutzer aenderbar · Score-Formel in Spalte M · K.O.-Flag in Spalte P;;;;;;;;;;;;;;;;
Abschn.;Abt.;Gruppe;Klasse;Bezeichnung (EN);"Aktivitaet
(Kurzform DE)";"C1
Projekt-
spez.
(1-3)";"C2
Markt-
transp.
(1-3)";"C3
Kunden-
profil
(1-3)";"C4
Supplier
Fragm.
(1-3)";"C6
Markt-
groesse
(1-3)";"C7
Kein
Matching
(1-3)";"Score
/10";Ampel;Empfehlung;"K.O.-
Flag";Hinweis / Kunden-Perspektive
;Abt. 64;;;;;;;;;;;;;;;
L;64;64.1;64.11;Central banking;;1;1;1;1;1;2;0,0;KO;AUSGESCHLOSSEN;KO;AUSGESCHLOSSEN: Vollstaendig oeffentliches Vergaberecht
L;64;64.1;64.19;Other monetary intermediation;;1;2;2;2;1;2;5,6;MID;Pruefen;;Banken: IT-Projekte moeglich
L;64;64.2;64.20;Activities of holding companies and financial conduits;;1;1;1;1;1;2;3,8;LO;Niedrig;;Holding
L;64;64.3;64.30;Activities of trusts, funds and similar financial entities;;1;1;1;1;1;2;3,8;LO;Niedrig;;Fonds
L;64;64.9;64.91;Financial leasing;;1;1;1;1;1;2;3,8;LO;Niedrig;;Leasing
L;64;64.9;64.92;Other credit granting;;1;1;1;1;1;2;3,8;LO;Niedrig;;Kreditvergabe
L;64;64.9;64.99;Other financial service activities, exc. insurance and pension funding;;1;2;2;1;1;2;5,1;MID;Pruefen;;Finanzdienstleistungen
;Abt. 65;;;;;;;;;;;;;;;
L;65;65.1;65.11;Life insurance;;1;1;1;1;1;2;3,8;LO;Niedrig;;Lebensversicherung
L;65;65.1;65.12;Non-life insurance;;1;1;1;1;1;2;3,8;LO;Niedrig;;Sachversicherung
L;65;65.2;65.20;Reinsurance;;1;1;1;1;1;2;3,8;LO;Niedrig;;Rueckversicherung
L;65;65.3;65.30;Pension funding;;1;1;1;1;1;2;3,8;LO;Niedrig;;Pensionsfonds
;Abt. 66;;;;;;;;;;;;;;;
L;66;66.1;66.11;Administration of financial markets;;1;1;1;1;1;2;3,8;LO;Niedrig;;Boerse
L;66;66.1;66.12;Security and commodity contracts brokerage;;1;1;1;1;1;2;3,8;LO;Niedrig;;Broker
L;66;66.1;66.19;Other activities auxiliary to financial services;;1;1;1;1;1;2;3,8;LO;Niedrig;;Finanzauxiliar
L;66;66.2;66.21;Risk and damage evaluation;;2;2;2;2;1;2;6,4;MID;Prio 2 GUT;;Risikobewertung: Gutachter-Projekte
L;66;66.2;66.22;Activities of insurance agents and brokers;;1;1;1;1;1;2;3,8;LO;Niedrig;;Versicherungsagenten
L;66;66.2;66.29;Other activities auxiliary to insurance and pension funding;;1;1;1;1;1;2;3,8;LO;Niedrig;;Versicherungsauxiliar
L;66;66.3;66.30;Fund management activities;;1;1;1;1;1;2;3,8;LO;Niedrig;;Fondsverwaltung
ABSCHNITT M – Real Estate;;;;;;;;;;;;;;;;
;Abt. 68;;;;;;;;;;;;;;;
M;68;68.1;68.10;Buying and selling of own real estate;;1;2;2;1;1;2;5,1;MID;Pruefen;;Immobilienhandel
M;68;68.2;68.20;Renting and operating of own or leased real estate;;2;2;2;2;2;2;6,7;MID;Prio 2 GUT;;Gewerbeimmobilien: Industriepark-Engineering
M;68;68.3;68.31;Real estate agencies;;1;1;1;1;1;2;3,8;LO;Niedrig;;Makler
M;68;68.3;68.32;Management of real estate on a fee or contract basis;;2;2;2;2;2;2;6,7;MID;Prio 2 GUT;;Facility Management: teils Engineering
ABSCHNITT N – Professional, Scientific, Technical;;;;;;;;;;;;;;;;
;Abt. 69;;;;;;;;;;;;;;;
N;69;69.1;69.10;Legal activities;;1;2;2;2;2;2;5,8;MID;Pruefen;;Rechtsberatung: Projekt-Mandate moeglich
N;69;69.2;69.20;"Accounting, bookkeeping and auditing activities; tax consultancy";;1;1;1;2;2;2;4,6;MID;Pruefen;;Wirtschaftspruefung: Projekteinsaetze
;Abt. 70;;;;;;;;;;;;;;;
N;70;70.1;70.10;Activities of head offices;;1;1;1;1;1;2;3,8;LO;Niedrig;;Holding/Zentrale
N;70;70.2;70.21;Public relations and communication activities;;1;1;1;2;1;2;4,3;MID;Pruefen;;PR: Projektkampagnen
N;70;70.2;70.22;Business and other management consultancy activities;;2;2;2;2;3;2;6,9;MID;Prio 2 GUT;;Management Consulting: Kunden gelegentlich | Management Consulting: Vollservice-Gefahr
;Abt. 71;;;;;;;;;;;;;;;
N;71;71.1;71.11;Architectural activities;;2;3;3;2;3;2;8,2;HI;Prio 1 TOP;;Architektur: Kunden sind Bauherren, Einmal-Buyer | Architektur: Industriebau-Planung
N;71;71.1;71.12;Engineering activities and related technical consultancy;;3;3;3;3;3;3;10,0;HI;Prio 1 TOP;;Ingenieurbueros: Kunden sind Industrieunternehmen mit seltenen Projekten – KERN-MARKT | KERN: Alle Ingenieurbueros
N;71;71.2;71.20;Technical testing and analysis;;3;3;3;3;3;3;10,0;HI;Prio 1 TOP;;Pruef-/Testlabore: Kunden sind Industrie/Medtech, selten und fragmentierter Anbietermarkt – KERN-SUPPLIER | KERN: Pruef-/Testlabore
;Abt. 72;;;;;;;;;;;;;;;
N;72;72.1;72.11;Research and experimental development on biotechnology;;3;3;3;3;2;2;9,2;HI;Prio 1 TOP;;Biotech F&E: Kunden sind Pharma/Startup, selten | Biotech R&D: Supplier fuer Pharma
N;72;72.1;72.19;Other research and experimental development on natural sciences;;2;3;3;2;2;2;7,9;HI;Prio 2 GUT;;F&E-Dienstleister: Kunden sind Industrie, selten | F&E-Dienstleister
N;72;72.2;72.20;Research and experimental development on social sciences;;1;2;2;1;1;2;5,1;MID;Pruefen;;Sozialwiss. F&E: wenig B2B-Projektmarkt
;Abt. 73;;;;;;;;;;;;;;;
N;73;73.1;73.11;Advertising agencies;;2;2;2;2;2;2;6,7;MID;Prio 2 GUT;;Werbeagentur: Kampagnen-Projekte fuer B2B
N;73;73.1;73.12;Media representation;;1;1;1;1;1;2;3,8;LO;Niedrig;;Mediaagentur
N;73;73.2;73.20;Market research and public opinion polling;;2;2;2;2;2;2;6,7;MID;Prio 2 GUT;;Marktforschung: B2B-Projekte
;Abt. 74;;;;;;;;;;;;;;;
N;74;74.1;74.10;Specialised design activities;;2;2;2;2;2;2;6,7;MID;Prio 2 GUT;;Industriedesign: Kunden teils Einzel-Projekt | Industriedesign: Produktentwicklungs-Projekte
N;74;74.2;74.20;Photographic activities;;1;2;2;2;1;2;5,6;MID;Pruefen;;Fotografie: Produktfotografie B2B
N;74;74.3;74.30;Translation and interpretation activities;;1;2;2;2;1;2;5,6;MID;Pruefen;;Uebersetzung: Projektgeschaeft
N;74;74.9;74.90;Other professional, scientific and technical activities n.e.c.;;2;2;2;2;2;2;6,7;MID;Prio 2 GUT;;Sonstige techn. Dienstleistungen
;Abt. 75;;;;;;;;;;;;;;;
N;75;75.0;75.00;Veterinary activities;;1;2;2;2;1;2;5,6;MID;Pruefen;;Veterinaer: Bestandsbetreuung als Projekt
ABSCHNITT O – Administrative and Support;;;;;;;;;;;;;;;;
;Abt. 77;;;;;;;;;;;;;;;
O;77;77.1;77.11;Renting and leasing of cars and light motor vehicles;;1;1;1;1;1;2;3,8;LO;Niedrig;;Autovermietung
O;77;77.1;77.12;Renting and leasing of trucks;;1;1;1;1;1;2;3,8;LO;Niedrig;;LKW-Vermietung
O;77;77.2;77.21;Renting and leasing of recreational and sports goods;;1;1;1;1;1;2;3,8;LO;Niedrig;;Sportgeraetvermietung
O;77;77.2;77.22;Renting of video tapes and disks;;1;1;1;1;1;2;3,8;LO;Niedrig;;Medienvermietung
O;77;77.2;77.29;Renting and leasing of other personal and household goods;;1;1;1;1;1;2;3,8;LO;Niedrig;;Sonstige Vermietung
O;77;77.3;77.31;Renting and leasing of agricultural machinery and equipment;;1;2;2;2;1;2;5,6;MID;Pruefen;;Agrarmaschinenvermietung
O;77;77.3;77.32;Renting and leasing of construction and civil engineering machinery;;1;2;2;2;2;2;5,8;MID;Pruefen;;Baumaschinen-Vermietung
O;77;77.3;77.33;Renting and leasing of office machinery and equipment;;1;1;1;1;1;2;3,8;LO;Niedrig;;Bueromaschinen
O;77;77.3;77.34;Renting and leasing of water transport equipment;;1;2;2;1;1;2;5,1;MID;Pruefen;;Schiffsvermietung
O;77;77.3;77.35;Renting and leasing of air transport equipment;;1;2;2;1;1;2;5,1;MID;Pruefen;WARNUNG;WARNUNG: Teils öffentlich – nur privaten Anteil betrachten | Flugzeugvermietung
O;77;77.3;77.39;Renting and leasing of other machinery, equipment and tangible goods;;2;2;2;2;2;2;6,7;MID;Prio 2 GUT;;Industrieausruestung: Kunden gelegentlich | Industrieausruestungs-Vermietung
O;77;77.4;77.40;Leasing of intellectual property;;1;1;1;1;1;2;3,8;LO;Niedrig;;IP-Leasing
;Abt. 78;;;;;;;;;;;;;;;
O;78;78.1;78.10;Activities of employment placement agencies;;1;2;2;2;2;2;5,8;MID;Pruefen;;Personalvermittlung: B2B-Projekte
O;78;78.2;78.20;Temporary employment agency activities;;1;2;2;2;2;2;5,8;MID;Pruefen;;Zeitarbeit
O;78;78.3;78.30;Other human resources provision;;2;2;2;2;2;2;6,7;MID;Prio 2 GUT;;HR-Projekte: Personalentwicklungs-Projekte
;Abt. 79;;;;;;;;;;;;;;;
O;79;79.1;79.11;Travel agency activities;;1;1;1;1;1;2;3,8;LO;Niedrig;;Reisebuero
O;79;79.1;79.12;Tour operator activities;;1;1;1;1;1;2;3,8;LO;Niedrig;;Reiseveranstalter
O;79;79.9;79.90;Other reservation service and related activities;;1;1;1;1;1;2;3,8;LO;Niedrig;;Reservierungsdienste
;Abt. 80;;;;;;;;;;;;;;;
O;80;80.1;80.10;Private security activities;;1;1;1;2;1;2;4,3;MID;Pruefen;;Sicherheitsdienst
O;80;80.2;80.20;Security systems service activities;;2;2;2;2;2;2;6,7;MID;Prio 2 GUT;;Sicherheitstechnik-Engineering
O;80;80.3;80.30;Investigation activities;;1;2;2;1;1;2;5,1;MID;Pruefen;;Detektive
;Abt. 81;;;;;;;;;;;;;;;
O;81;81.1;81.10;Combined facilities support activities;;2;2;2;2;2;2;6,7;MID;Prio 2 GUT;;Facility Services
O;81;81.2;81.21;General cleaning of buildings;;1;1;1;1;1;2;3,8;LO;Niedrig;;Gebaeudereinigung
O;81;81.2;81.22;Other building and industrial cleaning activities;;2;2;2;2;2;2;6,7;MID;Prio 2 GUT;;Industriereinigung: Kunden gelegentlich | Industriereinigung: Reinraum
O;81;81.2;81.29;Other cleaning activities;;1;1;1;1;1;2;3,8;LO;Niedrig;;Sonstige Reinigung
O;81;81.3;81.30;Landscape service activities;;1;2;2;1;1;2;5,1;MID;Pruefen;;Gartengestaltung
;Abt. 82;;;;;;;;;;;;;;;
O;82;82.1;82.11;Combined office administrative service activities;;1;1;1;1;1;2;3,8;LO;Niedrig;;Burodienstleistungen
O;82;82.1;82.12;Photocopying, document preparation and other specialised office support;;1;1;1;1;1;2;3,8;LO;Niedrig;;Dokumentenmanagement
O;82;82.2;82.20;Activities of call centres;;1;2;2;1;1;2;5,1;MID;Pruefen;;Callcenter
O;82;82.3;82.30;Organisation of conventions and trade shows;;2;2;2;2;1;2;6,4;MID;Prio 2 GUT;;Messen: Engineering-Standbau
O;82;82.9;82.91;Activities of collection agencies and credit bureaus;;1;1;1;1;1;2;3,8;LO;Niedrig;;Inkasso
O;82;82.9;82.92;Packaging activities;;2;2;2;2;1;2;6,4;MID;Prio 2 GUT;;Verpackungsdienstleister
O;82;82.9;82.99;Other business support service activities n.e.c.;;1;2;2;2;2;2;5,8;MID;Pruefen;;Beschaffungsberatung
ABSCHNITT P – Public Administration;;;;;;;;;;;;;;;;
;Abt. 84;;;;;;;;;;;;;;;
P;84;84.1;84.11;General public administration activities;;1;1;1;1;1;2;0,0;KO;AUSGESCHLOSSEN;KO;AUSGESCHLOSSEN: Vollstaendig oeffentliches Vergaberecht
P;84;84.1;84.12;Regulation of health care, education, cultural services;;1;1;1;1;1;2;0,0;KO;AUSGESCHLOSSEN;KO;AUSGESCHLOSSEN: Vollstaendig oeffentliches Vergaberecht
P;84;84.1;84.13;Regulation of and contribution to more efficient operation of businesses;;1;1;1;1;1;2;0,0;KO;AUSGESCHLOSSEN;KO;AUSGESCHLOSSEN: Vollstaendig oeffentliches Vergaberecht
P;84;84.2;84.21;Foreign affairs;;1;1;1;1;1;2;0,0;KO;AUSGESCHLOSSEN;KO;AUSGESCHLOSSEN: Vollstaendig oeffentliches Vergaberecht
P;84;84.2;84.22;Defence activities;;3;2;2;2;3;2;7,8;HI;Prio 2 GUT;WARNUNG;Defence: Kunden teils offentlich | WARNUNG: Teils öffentlich – nur privaten Anteil betrachten | Defence: EU-Aufruestung, oeffentlich (C5=1)
P;84;84.2;84.23;Justice and judicial activities;;1;1;1;1;1;2;0,0;KO;AUSGESCHLOSSEN;KO;AUSGESCHLOSSEN: Vollstaendig oeffentliches Vergaberecht
P;84;84.2;84.24;Public order and safety activities;;2;1;1;1;2;2;0,0;KO;AUSGESCHLOSSEN;KO;AUSGESCHLOSSEN: Vollstaendig oeffentliches Vergaberecht
P;84;84.2;84.25;Fire service activities;;2;1;1;1;2;2;0,0;KO;AUSGESCHLOSSEN;KO;AUSGESCHLOSSEN: Vollstaendig oeffentliches Vergaberecht
P;84;84.3;84.30;Compulsory social security activities;;1;1;1;1;1;2;0,0;KO;AUSGESCHLOSSEN;KO;AUSGESCHLOSSEN: Vollstaendig oeffentliches Vergaberecht
ABSCHNITT Q – Education;;;;;;;;;;;;;;;;
;Abt. 85;;;;;;;;;;;;;;;
Q;85;85.1;85.10;Pre-primary education;;1;2;2;1;1;2;5,1;MID;Pruefen;WARNUNG;WARNUNG: Teils öffentlich – nur privaten Anteil betrachten | Kindergarten: Bau-Projekte
Q;85;85.2;85.20;Primary education;;1;1;1;1;1;2;0,0;KO;AUSGESCHLOSSEN;KO;AUSGESCHLOSSEN: Vollstaendig oeffentliches Vergaberecht
Q;85;85.3;85.31;General secondary education;;1;1;1;1;1;2;0,0;KO;AUSGESCHLOSSEN;KO;AUSGESCHLOSSEN: Vollstaendig oeffentliches Vergaberecht
Q;85;85.3;85.32;Technical and vocational secondary education;;2;2;2;2;1;2;6,4;MID;Prio 2 GUT;WARNUNG;WARNUNG: Teils öffentlich – nur privaten Anteil betrachten | Berufsschule: Labor-Ausstattung
Q;85;85.4;85.41;Post-secondary non-tertiary education;;1;1;1;1;1;2;3,8;LO;Niedrig;WARNUNG;WARNUNG: Teils öffentlich – nur privaten Anteil betrachten | Fachschule
Q;85;85.4;85.42;Tertiary education;;2;2;2;2;2;2;6,7;MID;Prio 2 GUT;WARNUNG;WARNUNG: Teils öffentlich – nur privaten Anteil betrachten | Universitaet: Forschungsgebaeude, Labor-Engineering
Q;85;85.5;85.51;Sports and recreation education;;1;1;1;1;1;2;3,8;LO;Niedrig;;Sportunterricht
Q;85;85.5;85.52;Cultural education;;1;1;1;1;1;2;3,8;LO;Niedrig;;Kulturbildung
Q;85;85.5;85.53;Driving school activities;;1;1;1;1;1;2;3,8;LO;Niedrig;;Fahrschule
Q;85;85.5;85.59;Other education n.e.c.;;1;2;2;2;1;2;5,6;MID;Pruefen;;Technische Schulung: Supplier-Training
Q;85;85.6;85.60;Educational support activities;;1;1;1;1;1;2;3,8;LO;Niedrig;;Bildungsunterstuetzung
ABSCHNITT R – Human Health and Social Work;;;;;;;;;;;;;;;;
;Abt. 86;;;;;;;;;;;;;;;
R;86;86.1;86.10;Hospital activities;;3;2;2;2;3;2;7,8;HI;Prio 2 GUT;WARNUNG;Klinik: Kunden fuer Klinik-Engineering sind Traeger, gelegentlich | WARNUNG: Teils öffentlich – nur privaten Anteil betrachten | Krankenhausbau: private Kliniken offen
R;86;86.2;86.21;General medical practice activities;;1;3;3;2;1;2;6,8;MID;Prio 2 GUT;;Arztpraxis: Einzel-Buyer fuer Ausstattung/Umbau | Arztpraxis: Praxiseinrichtung
R;86;86.2;86.22;Specialist medical practice activities;;2;3;3;2;2;2;7,9;HI;Prio 2 GUT;;Facharzt: Einzel-Buyer | Facharztpraxis: Labor-Ausstattung
R;86;86.2;86.23;Dental practice activities;;1;3;3;2;1;2;6,8;MID;Prio 2 GUT;;Zahnarzt: Einzel-Buyer | Zahnarzt: Praxiseinrichtung
R;86;86.9;86.90;Other human health activities;;2;3;3;3;2;2;8,4;HI;Prio 1 TOP;;Spezialkliniken: Einzel-Buyer fuer Engineering | Spezialkliniken: privat, Engineering-Bedarf
;Abt. 87;;;;;;;;;;;;;;;
R;87;87.1;87.10;Residential nursing care activities;;2;2;2;2;2;2;6,7;MID;Prio 2 GUT;;Pflegeheim
R;87;87.2;87.20;Residential care activities for mental retardation, mental health;;1;2;2;2;1;2;5,6;MID;Pruefen;WARNUNG;WARNUNG: Teils öffentlich – nur privaten Anteil betrachten | Psychiatrische Einrichtungen
R;87;87.3;87.30;Residential care activities for the elderly and disabled;;2;3;3;3;2;2;8,4;HI;Prio 1 TOP;;Pflegeheim: Kunden/Traeger sind Einzel-Investor, Einmal-Buyer | Pflegeheim-Bau: privater Markt waechst
R;87;87.9;87.90;Other residential care activities;;1;2;2;2;1;2;5,6;MID;Pruefen;;Sonstige Pflege
;Abt. 88;;;;;;;;;;;;;;;
R;88;88.1;88.10;Social work activities without accommodation for elderly;;1;1;1;1;1;2;3,8;LO;Niedrig;WARNUNG;WARNUNG: Teils öffentlich – nur privaten Anteil betrachten | Soziale Dienste
R;88;88.9;88.91;Child day-care activities;;1;2;2;1;1;2;5,1;MID;Pruefen;WARNUNG;WARNUNG: Teils öffentlich – nur privaten Anteil betrachten | Kita
R;88;88.9;88.99;Other social work activities without accommodation n.e.c.;;1;1;1;1;1;2;3,8;LO;Niedrig;WARNUNG;WARNUNG: Teils öffentlich – nur privaten Anteil betrachten | Sozialarbeit
ABSCHNITT S – Arts, Sports, Recreation;;;;;;;;;;;;;;;;
;Abt. 90;;;;;;;;;;;;;;;
S;90;90.0;90.01;Performing arts;;2;2;2;2;1;2;6,4;MID;Prio 2 GUT;;Theater: Buehnen-/Technik-Projekte
S;90;90.0;90.02;Support activities to performing arts;;2;2;2;2;1;2;6,4;MID;Prio 2 GUT;;Buehnen-Technik: Dienstleister
S;90;90.0;90.03;Artistic creation;;2;2;2;2;1;2;6,4;MID;Prio 2 GUT;;Kuenstler: Auftragskunst fuer Unternehmen
S;90;90.0;90.04;Operation of arts facilities;;2;2;2;2;1;2;6,4;MID;Prio 2 GUT;;Kunsthalle: privat finanziert
;Abt. 91;;;;;;;;;;;;;;;
S;91;91.0;91.01;Library and archives activities;;1;1;1;1;1;2;0,0;KO;AUSGESCHLOSSEN;KO;AUSGESCHLOSSEN: Vollstaendig oeffentliches Vergaberecht
S;91;91.0;91.02;Museums activities;;2;2;2;2;1;2;6,4;MID;Prio 2 GUT;WARNUNG;WARNUNG: Teils öffentlich – nur privaten Anteil betrachten | Museen: Ausstattungs-Projekte
S;91;91.0;91.03;Operation of historical sites and buildings;;2;2;2;2;1;2;6,4;MID;Prio 2 GUT;WARNUNG;WARNUNG: Teils öffentlich – nur privaten Anteil betrachten | Historische Staetten: Restaurierung
S;91;91.0;91.04;Botanical and zoological gardens and nature reserves;;2;2;2;2;1;2;6,4;MID;Prio 2 GUT;WARNUNG;WARNUNG: Teils öffentlich – nur privaten Anteil betrachten | Zoos: Engineering-Projekte
;Abt. 92;;;;;;;;;;;;;;;
S;92;92.0;92.00;Gambling and betting activities;;1;2;2;1;1;2;5,1;MID;Pruefen;;Gluecksspiel: IT-Systeme
;Abt. 93;;;;;;;;;;;;;;;
S;93;93.1;93.11;Operation of sports facilities;;2;2;2;2;2;2;6,7;MID;Prio 2 GUT;;Sportstaette: Kunden teils Einzel-Investor | Sportstaedte: privat
S;93;93.1;93.12;Activities of sport clubs;;1;2;2;2;1;2;5,6;MID;Pruefen;;Sportvereine
S;93;93.1;93.13;Fitness facilities;;1;2;2;2;1;2;5,6;MID;Pruefen;;Fitnessstudios
S;93;93.1;93.19;Other sports activities;;1;1;1;1;1;2;3,8;LO;Niedrig;;Sonstige Sport
S;93;93.2;93.21;Activities of amusement parks and theme parks;;2;3;3;2;2;2;7,9;HI;Prio 2 GUT;;Freizeitpark: Kunden sind Einzel-Investor, sehr selten | Freizeitpark: Engineering-Projekte
S;93;93.2;93.29;Other amusement and recreation activities;;1;2;2;1;1;2;5,1;MID;Pruefen;;Sonstige Freizeit
ABSCHNITT T – Other Services;;;;;;;;;;;;;;;;
;Abt. 94;;;;;;;;;;;;;;;
T;94;94.1;94.11;Activities of business and employers membership organisations;;1;1;1;1;1;2;3,8;LO;Niedrig;;Arbeitgeberverband
T;94;94.1;94.12;Activities of professional membership organisations;;1;1;1;1;1;2;3,8;LO;Niedrig;;Berufsverband
T;94;94.2;94.20;Activities of trade unions;;1;1;1;1;1;2;3,8;LO;Niedrig;;Gewerkschaft
T;94;94.9;94.91;Activities of religious organisations;;2;2;2;2;1;2;6,4;MID;Prio 2 GUT;;Kirchen: Bau-Projekte
T;94;94.9;94.92;Activities of political organisations;;1;1;1;1;1;2;3,8;LO;Niedrig;;Parteien
T;94;94.9;94.99;Activities of other membership organisations n.e.c.;;1;1;1;1;1;2;3,8;LO;Niedrig;;Sonstige Verbande
;Abt. 95;;;;;;;;;;;;;;;
T;95;95.1;95.11;Repair of computers and peripheral equipment;;1;2;2;2;1;2;5,6;MID;Pruefen;;Computerreparatur
T;95;95.1;95.12;Repair of communication equipment;;1;2;2;2;1;2;5,6;MID;Pruefen;;Kommunikationsgeraete
T;95;95.2;95.21;Repair of consumer electronics;;1;1;1;1;1;2;3,8;LO;Niedrig;;Elektronik-Reparatur
T;95;95.2;95.22;Repair of household appliances and home and garden equipment;;1;1;1;1;1;2;3,8;LO;Niedrig;;Haushaltsgeraete
T;95;95.2;95.23;Repair of footwear and leather goods;;1;1;1;1;1;2;3,8;LO;Niedrig;;Schuhreperatur
T;95;95.2;95.24;Repair of furniture and home furnishings;;1;1;1;1;1;2;3,8;LO;Niedrig;;Moebelreparatur
T;95;95.2;95.25;Repair of watches, clocks and jewellery;;1;2;2;1;1;2;5,1;MID;Pruefen;;Uhrmacher
T;95;95.2;95.29;Repair of other personal and household goods;;1;1;1;1;1;2;3,8;LO;Niedrig;;Sonstige Reparatur
;Abt. 96;;;;;;;;;;;;;;;
T;96;96.0;96.01;Washing and (dry-)cleaning of textile and fur products;;1;2;2;1;1;2;5,1;MID;Pruefen;;Waescherei
T;96;96.0;96.02;Hairdressing and other beauty treatment;;1;1;1;1;1;2;3,8;LO;Niedrig;;Friseur
T;96;96.0;96.03;Funeral and related activities;;1;2;2;1;1;2;5,1;MID;Pruefen;;Bestattung
T;96;96.0;96.04;Physical well-being activities;;1;1;1;1;1;2;3,8;LO;Niedrig;;Wellnesseinrichtungen
T;96;96.0;96.09;Other personal service activities n.e.c.;;1;1;1;1;1;2;3,8;LO;Niedrig;;Sonstige persoenliche Dienste
ABSCHNITT U – Households;;;;;;;;;;;;;;;;
;Abt. 97;;;;;;;;;;;;;;;
U;97;97.0;97.00;Activities of households as employers of domestic personnel;;0;0;0;0;0;0;0,0;---;---;;Private Haushalte: kein B2B
;Abt. 98;;;;;;;;;;;;;;;
U;98;98.1;98.10;Undifferentiated goods-producing activities of private households;;0;0;0;0;0;0;0,0;---;---;;Private Haushalte
U;98;98.2;98.20;Undifferentiated service-producing activities of private households;;0;0;0;0;0;0;0,0;---;---;;Private Haushalte
ABSCHNITT V – Extraterritorial Organisations;;;;;;;;;;;;;;;;
;Abt. 99;;;;;;;;;;;;;;;
V;99;99.0;99.00;Activities of extraterritorial organisations and bodies;;0;0;0;0;0;0;0,0;---;---;;Exterritorial: kein Markt
